Authors,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,EID
"Kermani R.M., Farhangniya M., Shahzadeh Fazeli S.A., Bagheri P., Ashrafi M., Vosough Taqi Dizaj A.","Congenital malformations in singleton infants conceived by assisted reproductive technologies and singleton infants by natural conception in Tehran, Iran",2018,"International Journal of Fertility and Sterility",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031802204&doi=10.22074%2fijfs.2018.5415&partnerID=40&md5=644945fe7a406d96eed8a8c82f613e67","Background: Multiple pregnancies occur more frequently in assisted reproductive technology (ART) compared to normal conception (NC). It is known that the risk of congenital malformations in a multiple pregnancy are higher than single pregnancy. The aim of this study is to compare congenital malformations in singleton infants conceived by ART to singleton infants conceived naturally. Materials and Methods: In this historical cohort study, we performed a historical cohort study of major congenital malformations (MCM) in 820 singleton births from January 2012 to December 2014. The data for this analysis were derived from Tehran’s ART linked data file. The risk of congenital malformations was compared in 164 ART infants and 656 NC infants. We performed multiple logistic regression analyses for the independent association of ART on each outcome. Results: We found 40 infants with MCM 29 (4.4%) NC infants and 14 (8.3%) ART infants. In comparison with NC infants, ART infants had a significant 2-fold increased risk of MCM (P=0.046). After adjusting individually for maternal age, infant gender, prior stillbirth, mother’s history of spontaneous abortion, and type of delivery, we did not find any difference in risk. In this study the majority (95.1%) of all infants were normal but 4.9% of infants had at least one MCM. We found a difference in risk of MCMs between in vitro fertilization (IVF) and intracytoplasmic sperm injection (ICSI). We excluded the possible role of genotype and other unknown factors in causing more malformations in ART infants. Conclusion: This study reported a higher risk of MCMs in ART singleton infants than in NC singleton infants. Congenital heart disease, developmental dysplasia of the hip (DDH), and urogenital malformations were the most reported major malformations in singleton ART infants according to organ and system classification. © 2017, Royan Institute (ACECR). All rights reserved.","Assisted reproductive technology; Congenital malformations; Embryo transfer; Embryo transfer; In vitro fertilization; Sperm injections",,2-s2.0-85031802204
"Wagner H.-J., Mathur J.","Wind Energy Today",2018,"Green Energy and Technology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032005997&doi=10.1007%2f978-3-319-68804-6_1&partnerID=40&md5=aa4b3ae9965c350236d08c96369e1b29","This chapter introduces the reader to wind energy with a quick journey starting at the origin of wind energy systems, passing through landmark developments in the history of these systems, and describing the current state of the art of wind energy systems. The status of wind energy in different countries worldwide is described, especially covering North America, Europe and Asia, to present a worldwide picture of this field. For a quick comparison of wind energy systems with other systems including non-renewable energy systems, a section highlighting advantages and disadvantages of wind energy systems has been included in this chapter. In the last part, an overview of different types of wind energy converters is presented to prepare the reader of this book for venturing to the following chapters. © 2018, Springer International Publishing AG.",,,2-s2.0-85032005997
"Allavena C., Rodallec A., Leplat A., Hall N., Luco C., Le Guen L., Bernaud C., Bouchez S., André-Garnier E., Boutoille D., Ferré V., Raffi F.","Interest of proviral HIV-1 DNA genotypic resistance testing in virologically suppressed patients candidate for maintenance therapy",2018,"Journal of Virological Methods",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031822572&doi=10.1016%2fj.jviromet.2017.10.016&partnerID=40&md5=1ac24a25a7488997b9dd87d65cab05a6","Switch of antiretroviral therapy in virologically suppressed HIV-infected patients is frequent, to prevent toxicities, for simplification or convenience reasons. Pretherapeutic genotypic resistance testing on RNA can be lacking in some patients, which could enhance the risk of virologic failure, if resistance-associated mutations of the new regimen are not taken into account. Proviral DNA resistance testing in 69 virologically suppressed patients on antiretroviral treatment with no history of virological failure were pair-wised compared with pre-ART plasma RNA resistance testing. The median time between plasma (RNA testing) and whole blood (proviral DNA testing) was 47 months (IQR 29–63). A stop codon was evidenced in 23% (16/69) of proviral DNA sequences; these strains were considered as defective, non-replicative, and not taken into consideration. Within the non defective strains, concordance rate between plasma RNA and non-defective proviral DNA was high both on protease (194/220 concordant resistance-associated mutations = 88%) and reverse transcriptase (28/37 concordant resistance-associated mutations = 76%) genes. This study supports that proviral DNA testing might be an informative tool before switching antiretrovirals in virologically suppressed patients with no history of virological failure, but the interpretation should be restricted to non-defective viruses. © 2017","Defective virus; DNA genotyping; HIV-1 provirus; Protease; Reverse transcriptase; RNA genotyping",,2-s2.0-85031822572
"Rezaeimehr F., Moradi P., Ahmadian S., Qader N.N., Jalili M.","TCARS: Time- and Community-Aware Recommendation System",2018,"Future Generation Computer Systems",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018163776&doi=10.1016%2fj.future.2017.04.003&partnerID=40&md5=12121ff0d22a13a26f06bf74b64db66c","With the abundance of information produced by users on items (e.g., purchase or rating histories), recommender systems are a major ingredient of online systems such as e-stores and service providers. Recommendation algorithms use information available from users–items interactions and their contextual data to provide a list of potential items for each user. These algorithms are constructed based on similarity between users and/or items (e.g., a user is likely to purchase the same items as his/her most similar users). In this work, we introduce a novel time-aware recommendation algorithm that is based on identifying overlapping community structure among users. Users’ interests might change over time, and accurate modeling of dynamic users’ preferences is a challenging issue in designing efficient personalized recommendation systems. The users–items interaction network is often highly sparse in real systems, for which many recommenders fail to provide accurate predictions. The proposed overlapping community structure amongst the users helps in minimizing the sparsity effects. We apply the proposed algorithm on two real-world benchmark datasets and show that it overcomes these challenges. The proposed algorithm shows better precision than a number of state-of-the-art recommendation methods. © 2017 Elsevier B.V.","Network science; Overlapping community structure; Recommender systems; Reliability; Social networks","Recommender systems; Reliability; Social networking (online); Social sciences; Accurate prediction; Benchmark datasets; Interaction networks; Network science; Overlapping communities; Personalized recommendation systems; Recommendation algorithms; Recommendation methods; Online systems",2-s2.0-85018163776
"Rong H., Nianhua X., Jun X., Lianguo R., Si W., Sheng W., Heng G., Xia W.","Prevalence of and risk factors for depressive symptoms among people living with HIV/AIDS receiving antiretroviral treatment in Wuhan, China: a short report",2017,"AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019228937&doi=10.1080%2f09540121.2017.1327649&partnerID=40&md5=5a1e842f56e9703194f8825a92c97b57","We aimed to explore the prevalence of and risk factors for depressive symptoms (DS) among people living with HIV/AIDS (PLWHA) receiving antiretroviral treatment (ART) in Wuhan, Hubei, China. A cross-sectional study evaluating adult PLWHA receiving ART in nine designated clinical hospitals was conducted from October to December 2015. The validated Beck Depression Inventory (BDI) was used to assess DS in eligible participants. Socio-demographical, epidemiological and clinical data were directly extracted from the case reporting database of the China HIV/AIDS Information Network. Multinomial regression analysis was used to explore the risk factors for DS. 394 participants were finally included in all analyses. 40.3% were found to have DS with 13.7% having mild DS and 26.6% having moderate to severe DS. The results of multinomial regression analysis suggested that being married or living with a partner, recent experience of ART-related side effects, and/or history of HCV infection were positively associated with mild DS, while increasing age was positively associated with moderate to severe DS. © 2017 Informa UK Limited, trading as Taylor & Francis Group.","antiretroviral treatment; depressive symptoms; HIV/AIDS; Prevalence; risk factor","antiretrovirus agent; acquired immune deficiency syndrome; adult; antiretroviral therapy; Article; Beck Depression Inventory; China; cross-sectional study; demography; depression; female; hepatitis C; human; major clinical study; male; married person; medical history; philosophy; prevalence; priority journal; risk factor",2-s2.0-85019228937
"Homann L., Magee C., Rovine V.L.","Future thinking: Propositions and possibilities for African art history",2017,"African Arts",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032795743&doi=10.1162%2fAFAR_a_00368&partnerID=40&md5=70eaf603cee8fb3e6fb0355e5ecedc5f",[No abstract available],,,2-s2.0-85032795743
"Milbourne K.E.","A history shaped by futures past: Art, artists, and the dialogic turn at the Smithsonian national museum of African art",2017,"African Arts",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032817192&doi=10.1162%2fAFAR_a_00375&partnerID=40&md5=567fca0dad20a77d8a96e803f7e0b33d",[No abstract available],,,2-s2.0-85032817192
"Drueding M.","Art history: Inside the newly restored sculpture gallery at Philip Johnson's glass house",2017,"Preservation",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021755508&partnerID=40&md5=c860c41da220436d74356930e66cecaa",[No abstract available],,,2-s2.0-85021755508
"Bowen G., Gonzales J., Iwanaga J., Fisahn C., Loukas M., Oskouian R.J., Tubbs R.S.","Leonardo da Vinci (1452–1519) and his depictions of the human spine",2017,"Child's Nervous System",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014779617&doi=10.1007%2fs00381-017-3354-9&partnerID=40&md5=f10649102f22a828a8c9871377ede9d0","Introduction: Few individuals in history have exerted so great an influence and made such extensive contributions to so many disciplines as Leonardo da Vinci. Da Vinci’s inquisitive, experimental mentality led him to many discoveries, such as spinal cord function and the proper anatomy of several organ systems. Respected not only as an artist but also as an anatomist, he made many significant contributions to the field. Conclusions: This article explores da Vinci’s drawings, in relation to the anatomy of the human spine. © 2017, Springer-Verlag Berlin Heidelberg.","Anatomy; Art; History; Italy; Spinal; Vertebral column","anatomical concepts; cadaver; cervical spine; drawing; Editorial; human; mastoid; priority journal; scientist; spinal cord; spine; thoracic vertebra; vertebra body",2-s2.0-85014779617
"Carnevale A., Righi R., Maniscalco P., Labaj O., Occhionorelli S., Benea G., Giganti M.","Primary septic arthritis of the manubriosternal joint in an immunocompetent young patient: A case report",2017,"Radiology Case Reports",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029006742&doi=10.1016%2fj.radcr.2017.08.006&partnerID=40&md5=85a7b46f5ff638a14567378ad50605b0","The aim of this article was to illustrate a case of primary septic arthritis of the manubriosternal joint, due to Staphylococcus aureus infection, in an immunocompetent 28-year-old male patient. The manubriosternal joint can be rarely involved in inflammatory processes, but pyarthrosis is even more unusual in an otherwise healthy adult. Although rare, pyarthrosis could be associated with significant morbidity and mortality, first of all because of spreading to mediastinal structures. Diagnosis is generally made thanks to imaging findings after clinical suspicion in a patient with anterior chest pain and swelling, fever, and raised inflammatory markers, especially when any risk factors are known. Management is generally aggressive because intravenous antibiotics and surgical debridement are necessary. © 2017 The Authors","Chest wall; Manubriosternal; Mediastinitis; Septic arthritis","biological marker; C reactive protein; clindamycin; iodinated contrast medium; iomeprol; piperacillin plus tazobactam; vancomycin; adult; Article; bacterial arthritis; blood culture; case report; clinical article; computer assisted tomography; cytology; disease marker; disease severity; Doppler flowmetry; drug substitution; drug withdrawal; echography; emergency ward; erythema; fever; follow up; histopathology; hospital admission; human; human cell; human tissue; immunocompetence; leukocyte count; leukocytosis; malaise; male; manubrium; martial art; medical history; microbiological examination; morbidity; mortality; nonhuman; patient referral; priority journal; risk factor; sclerosis; smoking; Staphylococcus aureus; surgical wound; thorax examination; thorax pain; thorax wall defect; treatment duration; video assisted thoracoscopic surgery; wound healing",2-s2.0-85029006742
"Gupta B.B., Tewari A., Jain A.K., Agrawal D.P.","Fighting against phishing attacks: state of the art and future challenges",2017,"Neural Computing and Applications",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961211997&doi=10.1007%2fs00521-016-2275-y&partnerID=40&md5=c9be65bfd15ee4b02b0dce84b3df9616","In the last few years, phishing scams have rapidly grown posing huge threat to global Internet security. Today, phishing attack is one of the most common and serious threats over Internet where cyber attackers try to steal user’s personal or financial credentials by using either malwares or social engineering. Detection of phishing attacks with high accuracy has always been an issue of great interest. Recent developments in phishing detection techniques have led to various new techniques, specially designed for phishing detection where accuracy is extremely important. Phishing problem is widely present as there are several ways to carry out such an attack, which implies that one solution is not adequate to address it. Two main issues are addressed in our paper. First, we discuss in detail phishing attacks, history of phishing attacks and motivation of attacker behind performing this attack. In addition, we also provide taxonomy of various types of phishing attacks. Second, we provide taxonomy of various solutions proposed in the literature to detect and defend from phishing attacks. In addition, we also discuss various issues and challenges faced in dealing with phishing attacks and spear phishing and how phishing is now targeting the emerging domain of IoT. We discuss various tools and datasets that are used by the researchers for the evaluation of their approaches. This provides better understanding of the problem, current solution space and future research scope to efficiently deal with such attacks. © 2016, The Natural Computing Applications Forum.","Bag-of-word; Data mining; Key logger; Machine learning; Malware; Phishing; Social engineering; Soft computing; Spam; Visual similarity","Artificial intelligence; Data mining; Internet; Learning systems; Malware; Soft computing; Taxonomies; Bag of words; Phishing; Social engineering; Spam; Visual similarity; Computer crime",2-s2.0-84961211997
"Mathieu O., Mulvihill C.R., Petersen E.L., Zhang Y., Curran H.J.","CO and H2O Time-Histories in Shock-Heated Blends of Methane and Ethane for Assessment of a Chemical Kinetics Model",2017,"Journal of Engineering for Gas Turbines and Power",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029524949&doi=10.1115%2f1.4037602&partnerID=40&md5=d2bdb1ab3b02491121075d0139fa4049","Methane and ethane are the two main components of natural gas and typically constitute more than 95% of it. In this study, a mixture of 90% CH4/10% C2H6 diluted in 99% Ar was studied at fuel lean (equiv. ratio = 0.5) conditions, for pressures around 1, 4, and 10 atm. Using laser absorption diagnostics, the time histories of CO and H2O were recorded between 1400 and 1800 K. Water is a final product from combustion, and its formation is a good marker of the completion of the combustion process. Carbon monoxide is an intermediate combustion species, a good marker of incomplete/inefficient combustion, as well as a regulated pollutant for the gas turbine industry. Measurements such as these species time histories are important for validating and assessing chemical kinetics models beyond just ignition delay times and laminar flame speeds. Time-history profiles for these two molecules were compared to a state-of-the-art detailed kinetics mechanism as well as to the well-established GRI 3.0 mechanism. Results show that the H2O profile is accurately reproduced by both models. However, discrepancies are observed for the CO profiles. Under the conditions of this study, the CO profiles typically increase rapidly after an induction time, reach a maximum, and then decrease. This maximum CO mole fraction is often largely over-predicted by the models, whereas the depletion rate of CO past this peak is often over-estimated for pressures above 1 atm. Copyright © 2017 by ASME.",,"Carbon; Carbon monoxide; Combustion; Ethane; Gas turbines; Laser diagnostics; Methane; Water absorption; Chemical kinetics model; Combustion pro-cess; Combustion species; Detailed kinetics; Gas turbine industry; Ignition delay time; Laminar flame speed; Regulated pollutants; Kinetics",2-s2.0-85029524949
"Carù A., Ostillio M.C., Leone G.","Corporate museums to enhance brand authenticity in luxury goods companies: The case of Salvatore Ferragamo",2017,"International Journal of Arts Management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029837399&partnerID=40&md5=6ce7d5dd601cbb2e25357532a56711e6","Increasingly, relationships are being formed between art and fashion. Companies in the luxury goods and fashion industries endeavour to build this relationship in different ways. In the different approaches taken, the corporate museum seems to play an important role in strengthening the brand and promoting the company's heritage. Clearly, recognizing history and tradition - considered a hallmark of postmodernity - and the consumer's search for authenticity have contributed to the proliferation of corporate museums. This study analyzes the authenticity associated with the Salvatore Ferragamo brand, whose corporate museum is viewed as an authentication tool, both within the company (family members and management representatives) and outside it (opinion leaders and visitors).","Brand authenticity; brand heritage; corporate museum; luxury brand",,2-s2.0-85029837399
"Sun X., Yang H., Xia X., Li B.","Enhancing developer recommendation with supplementary information via mining historical commits",2017,"Journal of Systems and Software",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030973152&doi=10.1016%2fj.jss.2017.09.021&partnerID=40&md5=9f04f4a1979cfade92699da191041c4c","Given a software issue request, one important activity is to recommend suitable developers to resolve it. A number of approaches have been proposed on developer recommendation. These developer recommendation techniques tend to recommend experienced developers, i.e., the more experienced a developer is, the more possible he/she is recommended. However, if the experienced developers are hectic, the junior developers may be employed to finish the incoming issue. But they may have difficulty in these tasks for lack of development experience. In this article, we propose an approach, EDR_SI, to enhance developer recommendation by considering their expertise and developing habits. Furthermore, EDR_SI also provides the personalized supplementary information for developers to use, such as personalized source code files, developer network and source-code change history. An empirical study on five open source subjects is conducted to evaluate the effectiveness of EDR_SI. In our study, EDR_SI is also compared with the state-of-art developer recommendation techniques, iMacPro, Location and ABA-Time-tf-idf, to evaluate the effectiveness of developer recommendation, and the results show that EDR_SI can not only improve the accuracy of developer recommendation, but also effectively provide useful supplementary information for them to use when they implement the incoming issue requests. © 2017 Elsevier Inc.","Bug assignment; Collaborative topic modeling; Commit repository; Developer recommendation; Personalized recommendation; Supplementary information recommendation","Hardware; Software engineering; Bug assignment; Commit repository; Developer recommendations; Personalized recommendation; Supplementary information; Topic Modeling; Open source software",2-s2.0-85030973152
